TIME(unitless),BITDEP(ft),BLOCKCOMP(ft),DEP_RTN(ft),DEPTH(ft),FLOWIN(USgal/min),FLOWOUTPC(%),ROP_AVG(ft/h),DIFP(psi)
2018-07-26T04:49:27.0000000-06:00,5202.763,68.586,5202,5202.763,802.992,40.672,17.905,181.063
2018-07-26T04:49:29.0000000-06:00,5202.774,68.567,5202,5202.774,803.564,40.793,17.905,146.235
2018-07-26T04:49:31.0000000-06:00,5202.784,68.557,5202,5202.784,803.276,40.474,17.905,158.887
2018-07-26T04:49:33.0000000-06:00,5202.802,68.54,5202,5202.802,803.276,40.152,17.905,150.54
2018-07-26T04:49:35.0000000-06:00,5202.817,68.524,5202,5202.817,803.276,40.013,17.905,171.261
2018-07-26T04:49:37.0000000-06:00,5202.848,68.494,5202,5202.848,803.564,39.691,17.905,169.703
2018-07-26T04:49:39.0000000-06:00,5202.864,68.478,5202.5,5202.864,802.991,39.502,23.395,196.938
2018-07-26T04:49:41.0000000-06:00,5202.884,68.448,5202.5,5202.884,803.28,40.024,23.395,166.927
2018-07-26T04:49:43.0000000-06:00,5202.911,68.431,5202.5,5202.911,803.28,40.02,23.395,169.658
2018-07-26T04:49:45.0000000-06:00,5202.932,68.409,5202.5,5202.932,802.996,40.114,23.395,196.793
2018-07-26T04:49:47.0000000-06:00,5202.958,68.383,5202.5,5202.958,803.564,40.775,23.395,183.677
2018-07-26T04:49:49.0000000-06:00,5202.978,68.363,5202.5,5202.978,803.276,40.72,23.395,211.379
2018-07-26T04:49:51.0000000-06:00,5202.991,68.351,5202.5,5202.991,803.564,40.069,23.395,212.371
2018-07-26T04:49:53.0000000-06:00,5203.02,68.321,5202.5,5203.02,802.992,40.338,23.395,187.495
2018-07-26T04:49:55.0000000-06:00,5203.044,68.298,5202.5,5203.044,803.564,40.436,23.395,190.428
2018-07-26T04:49:57.0000000-06:00,5203.064,68.277,5202.5,5203.064,803.564,40.159,23.395,167.613
2018-07-26T04:49:59.0000000-06:00,5203.086,68.255,5202.5,5203.086,802.992,40.62,23.395,170.774
2018-07-26T04:50:01.0000000-06:00,5203.097,68.236,5202.5,5203.097,803.28,40.875,23.395,148.616
2018-07-26T04:50:03.0000000-06:00,5203.124,68.218,5202.5,5203.124,803.28,40.608,23.395,164.506
2018-07-26T04:50:05.0000000-06:00,5203.148,68.193,5202.5,5203.148,803.28,40.796,23.395,187.648
2018-07-26T04:50:07.0000000-06:00,5203.167,68.175,5202.5,5203.167,802.991,40.689,23.395,193.09
2018-07-26T04:50:09.0000000-06:00,5203.19,68.162,5202.5,5203.19,802.991,40.711,23.395,191.429
2018-07-26T04:50:11.0000000-06:00,5203.192,68.138,5202.5,5203.192,802.991,40.499,23.395,189.171
2018-07-26T04:50:13.0000000-06:00,5203.233,68.109,5202.5,5203.233,803.276,41.151,37.49,189.932
2018-07-26T04:50:15.0000000-06:00,5203.253,68.096,5202.5,5203.253,803.28,40.845,37.49,224.338
2018-07-26T04:50:17.0000000-06:00,5203.265,68.079,5202.5,5203.265,803.276,40.768,37.49,231.157
2018-07-26T04:50:19.0000000-06:00,5203.275,68.067,5202.5,5203.275,803.276,41.152,37.49,237.27
2018-07-26T04:50:21.0000000-06:00,5203.287,68.051,5202.5,5203.287,802.991,41.117,37.49,236.139
2018-07-26T04:50:23.0000000-06:00,5203.309,68.033,5202.5,5203.309,803.28,40.543,37.49,188.068
2018-07-26T04:50:25.0000000-06:00,5203.314,68.028,5202.5,5203.314,802.991,40.757,37.49,206.812
2018-07-26T04:50:27.0000000-06:00,5203.327,68.015,5202.5,5203.327,802.991,41.055,37.49,223.701
2018-07-26T04:50:29.0000000-06:00,5203.331,68.011,5202.5,5203.331,802.708,40.837,37.49,226.661
2018-07-26T04:50:31.0000000-06:00,5203.336,68.006,5202.5,5203.336,802.992,40.97,37.49,232.138
2018-07-26T04:50:33.0000000-06:00,5203.338,68.004,5202.5,5203.338,803.276,40.79,37.49,216.395
2018-07-26T04:50:35.0000000-06:00,5203.338,68.004,5202.5,5203.338,803.276,40.863,37.49,237.389
2018-07-26T04:50:37.0000000-06:00,5203.343,67.999,5202.5,5203.343,802.708,40.701,37.49,212.566
2018-07-26T04:50:39.0000000-06:00,5203.346,67.995,5202.5,5203.346,802.991,40.556,37.49,231.995
2018-07-26T04:50:41.0000000-06:00,5203.348,67.994,5202.5,5203.348,802.991,40.544,37.49,221.986
2018-07-26T04:50:43.0000000-06:00,5203.356,67.986,5202.5,5203.356,802.708,40.832,37.49,167.989
2018-07-26T04:50:45.0000000-06:00,5203.379,67.962,5202.5,5203.379,802.991,40.651,37.49,141.699
2018-07-26T04:50:47.0000000-06:00,5203.391,67.951,5202.5,5203.391,803.276,40.507,17.5,158.701
2018-07-26T04:50:49.0000000-06:00,5203.417,67.925,5202.5,5203.417,803.276,40.15,17.5,150.875
2018-07-26T04:50:51.0000000-06:00,5203.44,67.902,5202.5,5203.44,803.28,39.998,17.5,154.979
2018-07-26T04:50:53.0000000-06:00,5203.456,67.885,5202.5,5203.456,803.564,40.415,17.5,160.35
2018-07-26T04:50:55.0000000-06:00,5203.466,67.876,5203,5203.466,803.276,40.468,17.5,167.476
2018-07-26T04:50:57.0000000-06:00,5203.49,67.851,5203,5203.49,803.276,40.848,17.5,163.055
2018-07-26T04:50:59.0000000-06:00,5203.511,67.831,5203,5203.511,803.564,40.593,17.5,157.299
2018-07-26T04:51:01.0000000-06:00,5203.529,67.813,5203,5203.529,803.564,40.909,17.5,181.325
2018-07-26T04:51:03.0000000-06:00,5203.553,67.781,5203,5203.553,803.276,40.623,17.5,185.917
2018-07-26T04:51:05.0000000-06:00,5203.574,67.768,5203,5203.574,803.276,40.654,17.5,184.203
2018-07-26T04:51:07.0000000-06:00,5203.596,67.746,5203,5203.596,803.276,40.342,17.5,146.644
2018-07-26T04:51:09.0000000-06:00,5203.61,67.731,5203,5203.61,803.564,40.817,17.5,158.092
2018-07-26T04:51:11.0000000-06:00,5203.625,67.716,5203,5203.625,802.708,40.65,17.5,160.054
2018-07-26T04:51:13.0000000-06:00,5203.646,67.695,5203,5203.646,803.28,40.353,17.5,169.68
2018-07-26T04:51:15.0000000-06:00,5203.658,67.684,5203,5203.658,803.28,40.08,17.5,179.733
2018-07-26T04:51:17.0000000-06:00,5203.677,67.655,5203,5203.677,802.996,40.296,17.5,180.719
2018-07-26T04:51:19.0000000-06:00,5203.702,67.643,5203,5203.702,803.848,40.084,17.5,222.229
2018-07-26T04:51:21.0000000-06:00,5203.707,67.634,5203,5203.707,803.276,39.824,33.854,205.034
2018-07-26T04:51:23.0000000-06:00,5203.722,67.619,5203,5203.722,803.276,39.398,33.854,168.588
2018-07-26T04:51:25.0000000-06:00,5203.748,67.594,5203,5203.748,802.992,39.799,33.854,164.637
2018-07-26T04:51:27.0000000-06:00,5203.77,67.572,5203,5203.77,803.564,39.612,33.854,208.22
2018-07-26T04:51:29.0000000-06:00,5203.781,67.556,5203,5203.781,802.992,39.421,33.854,186.161
2018-07-26T04:51:31.0000000-06:00,5203.807,67.535,5203,5203.807,802.992,39.95,33.854,216.17
2018-07-26T04:51:33.0000000-06:00,5203.822,67.52,5203,5203.822,802.425,40.091,33.854,233.59
2018-07-26T04:51:35.0000000-06:00,5203.838,67.504,5203,5203.838,802.991,40.129,33.854,227.058
2018-07-26T04:51:37.0000000-06:00,5203.846,67.496,5203,5203.846,802.708,40.322,33.854,243.884
2018-07-26T04:51:39.0000000-06:00,5203.851,67.487,5203,5203.851,802.708,40.48,33.854,237.995
2018-07-26T04:51:41.0000000-06:00,5203.855,67.486,5203,5203.855,802.991,40.315,33.854,245.95
2018-07-26T04:51:43.0000000-06:00,5203.859,67.485,5203,5203.859,803.276,40.211,33.854,217.627
2018-07-26T04:51:45.0000000-06:00,5203.86,67.482,5203,5203.86,803.276,40.295,33.854,219.907
2018-07-26T04:51:47.0000000-06:00,5203.862,67.48,5203,5203.862,802.992,40.263,33.854,190.446
2018-07-26T04:51:49.0000000-06:00,5203.875,67.466,5203,5203.875,803.28,40.385,33.854,204.454
2018-07-26T04:51:51.0000000-06:00,5203.882,67.46,5203,5203.882,802.991,40.812,33.854,175.573
2018-07-26T04:51:53.0000000-06:00,5203.902,67.44,5203,5203.902,802.991,41.529,33.854,147.203
2018-07-26T04:51:55.0000000-06:00,5203.924,67.418,5203,5203.924,803.28,41.105,22.87,144.256
2018-07-26T04:51:57.0000000-06:00,5203.939,67.403,5203,5203.939,803.28,41.128,22.87,174.751
2018-07-26T04:51:59.0000000-06:00,5203.961,67.381,5203,5203.961,803.276,41.361,22.87,201.076
2018-07-26T04:52:01.0000000-06:00,5203.98,67.362,5203.5,5203.98,803.276,41.658,22.87,169.797
2018-07-26T04:52:03.0000000-06:00,5203.985,67.356,5203.5,5203.985,802.992,41.677,22.87,162.422
2018-07-26T04:52:05.0000000-06:00,5204.013,67.329,5203.5,5204.013,803.564,41.938,22.87,158.763
2018-07-26T04:52:07.0000000-06:00,5204.035,67.307,5203.5,5204.035,803.276,42.055,22.87,148.994
2018-07-26T04:52:09.0000000-06:00,5204.053,67.288,5203.5,5204.053,803.276,41.913,22.87,185.928
2018-07-26T04:52:11.0000000-06:00,5204.067,67.274,5203.5,5204.067,803.28,40.96,22.87,151.306
2018-07-26T04:52:13.0000000-06:00,5204.089,67.253,5203.5,5204.089,803.564,40.253,22.87,188.608
2018-07-26T04:52:15.0000000-06:00,5204.115,67.227,5203.5,5204.115,803.564,39.469,22.87,180.066
2018-07-26T04:52:17.0000000-06:00,5204.136,67.21,5203.5,5204.136,803.28,39.794,22.87,195.521
2018-07-26T04:52:19.0000000-06:00,5204.147,67.194,5203.5,5204.147,802.992,39.499,22.87,184.04
2018-07-26T04:52:21.0000000-06:00,5204.172,67.17,5203.5,5204.172,803.28,39.915,22.87,205.081
2018-07-26T04:52:23.0000000-06:00,5204.18,67.162,5203.5,5204.18,802.991,40.38,22.87,203.342
2018-07-26T04:52:25.0000000-06:00,5204.202,67.14,5203.5,5204.202,802.991,40.968,22.87,214.159
2018-07-26T04:52:27.0000000-06:00,5204.206,67.132,5203.5,5204.206,802.708,40.575,22.87,209.823
2018-07-26T04:52:29.0000000-06:00,5204.226,67.116,5203.5,5204.226,802.991,40.703,22.87,193.479
2018-07-26T04:52:31.0000000-06:00,5204.243,67.103,5203.5,5204.243,803.564,40.616,31.342,182.304
2018-07-26T04:52:33.0000000-06:00,5204.255,67.086,5203.5,5204.255,802.992,40.319,31.342,220.74
2018-07-26T04:52:35.0000000-06:00,5204.27,67.072,5203.5,5204.27,803.276,40.153,31.342,226.447
2018-07-26T04:52:37.0000000-06:00,5204.277,67.065,5203.5,5204.277,803.276,40.304,31.342,235.26
2018-07-26T04:52:39.0000000-06:00,5204.28,67.062,5203.5,5204.28,802.991,40.614,31.342,244.476
2018-07-26T04:52:41.0000000-06:00,5204.282,67.059,5203.5,5204.282,802.708,40.874,31.342,241.52
2018-07-26T04:52:43.0000000-06:00,5204.282,67.059,5203.5,5204.282,802.991,40.92,31.342,233.611
2018-07-26T04:52:45.0000000-06:00,5204.286,67.055,5203.5,5204.286,802.991,41.489,31.342,236.542
2018-07-26T04:52:47.0000000-06:00,5204.29,67.052,5203.5,5204.29,802.708,41.67,31.342,219.148
2018-07-26T04:52:49.0000000-06:00,5204.294,67.047,5203.5,5204.294,803.276,41.198,31.342,211.584
2018-07-26T04:52:51.0000000-06:00,5204.294,67.047,5203.5,5204.294,803.276,41.298,31.342,198.288
2018-07-26T04:52:53.0000000-06:00,5204.311,67.03,5203.5,5204.311,803.276,41.146,31.342,183.535
2018-07-26T04:52:55.0000000-06:00,5204.323,67.01,5203.5,5204.323,803.276,40.698,31.342,184.112
2018-07-26T04:52:57.0000000-06:00,5204.342,67,5203.5,5204.342,803.276,40.686,31.342,199.608
2018-07-26T04:52:59.0000000-06:00,5204.359,66.988,5203.5,5204.359,802.991,41.41,31.342,184.248
2018-07-26T04:53:01.0000000-06:00,5204.37,66.971,5203.5,5204.37,803.28,41.833,31.342,178.104
2018-07-26T04:53:03.0000000-06:00,5204.395,66.947,5203.5,5204.395,802.708,41.384,31.342,193.39
2018-07-26T04:53:05.0000000-06:00,5204.414,66.928,5204,5204.414,802.991,41.471,18.397,181.225
2018-07-26T04:53:07.0000000-06:00,5204.427,66.91,5204,5204.427,802.991,41.12,18.397,196.098
2018-07-26T04:53:09.0000000-06:00,5204.45,66.891,5204,5204.45,802.992,40.592,18.397,201.792
2018-07-26T04:53:11.0000000-06:00,5204.468,66.873,5204,5204.468,803.276,40.334,18.397,191.003
2018-07-26T04:53:13.0000000-06:00,5204.487,66.855,5204,5204.487,803.564,40.813,18.397,151.009
2018-07-26T04:53:15.0000000-06:00,5204.496,66.846,5204,5204.496,803.276,41.363,18.397,137.448
2018-07-26T04:53:17.0000000-06:00,5204.524,66.818,5204,5204.524,803.276,41.431,18.397,163.48
2018-07-26T04:53:19.0000000-06:00,5204.543,66.804,5204,5204.543,803.276,41.569,18.397,160.587
2018-07-26T04:53:21.0000000-06:00,5204.557,66.785,5204,5204.557,803.564,41.793,18.397,171.497
2018-07-26T04:53:23.0000000-06:00,5204.58,66.762,5204,5204.58,803.564,41.973,18.397,178.412
2018-07-26T04:53:25.0000000-06:00,5204.599,66.743,5204,5204.599,802.991,41.536,18.397,194.939
2018-07-26T04:53:27.0000000-06:00,5204.613,66.729,5204,5204.613,802.996,41.881,18.397,173.687
2018-07-26T04:53:29.0000000-06:00,5204.631,66.711,5204,5204.631,803.28,41.368,18.397,197.966
2018-07-26T04:53:31.0000000-06:00,5204.654,66.687,5204,5204.654,802.991,41.144,18.397,200.959
2018-07-26T04:53:33.0000000-06:00,5204.669,66.673,5204,5204.669,802.991,41.14,18.397,202.539
2018-07-26T04:53:35.0000000-06:00,5204.695,66.647,5204,5204.695,803.276,41.584,18.397,173.01
2018-07-26T04:53:37.0000000-06:00,5204.715,66.626,5204,5204.715,803.276,41.586,18.397,178.949
2018-07-26T04:53:39.0000000-06:00,5204.732,66.61,5204,5204.732,803.276,41.526,18.397,189.116
2018-07-26T04:53:41.0000000-06:00,5204.753,66.583,5204,5204.753,802.992,41.91,34.34,200.257
2018-07-26T04:53:43.0000000-06:00,5204.768,66.563,5204,5204.768,803.564,41.552,34.34,210.552
2018-07-26T04:53:45.0000000-06:00,5204.795,66.542,5204,5204.795,803.276,41.282,34.34,212.444
2018-07-26T04:53:47.0000000-06:00,5204.819,66.522,5204,5204.819,802.991,41.897,34.34,221.257
2018-07-26T04:53:49.0000000-06:00,5204.832,66.519,5204,5204.832,802.708,42.22,34.34,242.07
2018-07-26T04:53:51.0000000-06:00,5204.837,66.501,5204,5204.837,802.991,41.845,34.34,230.515
2018-07-26T04:53:53.0000000-06:00,5204.842,66.5,5204,5204.842,802.991,41.706,34.34,239.794
2018-07-26T04:53:55.0000000-06:00,5204.845,66.496,5204,5204.845,802.708,41.524,34.34,227.535
2018-07-26T04:53:57.0000000-06:00,5204.849,66.492,5204,5204.849,802.992,40.249,34.34,199.692
2018-07-26T04:53:59.0000000-06:00,5204.866,66.476,5204,5204.866,803.564,39.995,34.34,189.362
2018-07-26T04:54:01.0000000-06:00,5204.876,66.465,5204,5204.876,803.564,40.272,34.34,208.056
2018-07-26T04:54:03.0000000-06:00,5204.885,66.456,5204,5204.885,802.992,40.842,34.34,218.977
2018-07-26T04:54:05.0000000-06:00,5204.886,66.451,5204,5204.886,802.708,40.607,34.34,236.276
2018-07-26T04:54:07.0000000-06:00,5204.899,66.441,5204,5204.899,802.991,41.155,34.34,198.421
2018-07-26T04:54:09.0000000-06:00,5204.905,66.437,5204,5204.905,802.996,41.456,34.34,192.233
2018-07-26T04:54:11.0000000-06:00,5204.917,66.427,5204,5204.917,802.708,41.497,34.34,220.086
2018-07-26T04:54:13.0000000-06:00,5204.926,66.416,5204,5204.926,803.276,41.068,34.34,165.608
2018-07-26T04:54:15.0000000-06:00,5204.95,66.392,5204,5204.95,803.276,41.114,20.383,156.166
2018-07-26T04:54:17.0000000-06:00,5204.955,66.387,5204.5,5204.955,803.276,41.299,20.383,140.388
2018-07-26T04:54:19.0000000-06:00,5204.978,66.355,5204.5,5204.978,803.276,40.879,20.383,171.767
2018-07-26T04:54:21.0000000-06:00,5205.001,66.341,5204.5,5205.001,803.276,40.641,20.383,181.264
2018-07-26T04:54:23.0000000-06:00,5205.019,66.322,5204.5,5205.019,803.276,41.432,20.383,211.701
2018-07-26T04:54:25.0000000-06:00,5205.037,66.305,5204.5,5205.037,803.28,41.16,20.383,175.513
2018-07-26T04:54:27.0000000-06:00,5205.061,66.286,5204.5,5205.061,803.276,40.42,20.383,192.907
2018-07-26T04:54:29.0000000-06:00,5205.07,66.271,5204.5,5205.07,803.276,40.318,20.383,204.035
2018-07-26T04:54:31.0000000-06:00,5205.094,66.248,5204.5,5205.094,802.991,39.933,20.383,215.218
2018-07-26T04:54:33.0000000-06:00,5205.111,66.23,5204.5,5205.111,802.708,39.55,20.383,194.442
2018-07-26T04:54:35.0000000-06:00,5205.131,66.211,5204.5,5205.131,802.991,39.598,20.383,198.512
2018-07-26T04:54:37.0000000-06:00,5205.141,66.201,5204.5,5205.141,803.28,40.307,20.383,192.681
2018-07-26T04:54:39.0000000-06:00,5205.146,66.196,5204.5,5205.146,803.276,40.171,20.383,217.997
2018-07-26T04:54:41.0000000-06:00,5205.153,66.183,5204.5,5205.153,802.992,40.175,20.383,207.494
2018-07-26T04:54:43.0000000-06:00,5205.164,66.178,5204.5,5205.164,803.564,39.714,20.383,191.664
2018-07-26T04:54:45.0000000-06:00,5205.18,66.162,5204.5,5205.18,803.564,39.595,20.383,160.79
2018-07-26T04:54:47.0000000-06:00,5205.195,66.147,5204.5,5205.195,803.564,39.697,20.383,160.055
2018-07-26T04:54:49.0000000-06:00,5205.207,66.135,5204.5,5205.207,802.992,40.488,20.383,192.144
2018-07-26T04:54:51.0000000-06:00,5205.225,66.116,5204.5,5205.225,803.564,40.866,27.619,158.003
2018-07-26T04:54:53.0000000-06:00,5205.231,66.111,5204.5,5205.231,803.564,41.308,27.619,171.589
2018-07-26T04:54:55.0000000-06:00,5205.231,66.111,5204.5,5205.231,802.991,41.149,27.619,194.891
2018-07-26T04:54:57.0000000-06:00,5205.231,66.111,5204.5,5205.231,802.708,41.109,27.619,214.565
2018-07-26T04:54:59.0000000-06:00,5205.231,66.111,5204.5,5205.231,803.28,40.902,27.619,187.318
2018-07-26T04:55:01.0000000-06:00,5205.231,66.111,5204.5,5205.231,802.991,40.618,27.619,202.201
2018-07-26T04:55:03.0000000-06:00,5205.231,66.111,5204.5,5205.231,803.564,40.82,27.619,190.784
2018-07-26T04:55:05.0000000-06:00,5205.231,66.111,5204.5,5205.231,802.992,41.253,27.619,162.204
2018-07-26T04:55:07.0000000-06:00,5205.231,66.111,5204.5,5205.231,803.276,41.311,27.619,147.674
2018-07-26T04:55:09.0000000-06:00,5205.231,66.111,5204.5,5205.231,803.564,40.878,27.619,160.28
2018-07-26T04:55:11.0000000-06:00,5205.231,66.111,5204.5,5205.231,803.564,41.413,27.619,163.011
2018-07-26T04:55:13.0000000-06:00,5205.231,66.111,5204.5,5205.231,803.564,41.662,27.619,188.251
2018-07-26T04:55:15.0000000-06:00,5205.231,66.111,5204.5,5205.231,803.276,41.806,27.619,141.006
2018-07-26T04:55:17.0000000-06:00,5205.231,66.111,5204.5,5205.231,803.564,41.617,27.619,143.651
2018-07-26T04:55:19.0000000-06:00,5205.231,66.111,5204.5,5205.231,803.276,41.681,27.619,164.073
2018-07-26T04:55:21.0000000-06:00,5205.231,66.111,5204.5,5205.231,803.564,41.367,27.619,153.347
2018-07-26T04:55:23.0000000-06:00,5205.231,66.111,5205,5205.231,803.564,40.469,27.619,146.973
2018-07-26T04:55:25.0000000-06:00,5205.231,66.111,5205,5205.231,803.28,40.59,27.619,145.778
2018-07-26T04:55:27.0000000-06:00,5205.231,66.111,5205,5205.231,803.28,40.697,2.444,115.725
2018-07-26T04:55:29.0000000-06:00,5205.231,66.111,5205,5205.231,803.28,40.629,2.444,105.993
2018-07-26T04:55:31.0000000-06:00,5205.231,66.111,5205,5205.231,803.564,40.347,2.444,88.415
2018-07-26T04:55:33.0000000-06:00,5205.231,66.111,5205,5205.231,803.848,40.781,2.444,108.247
2018-07-26T04:55:35.0000000-06:00,5205.231,66.111,5205,5205.231,803.848,40.589,2.444,108.155
2018-07-26T04:55:37.0000000-06:00,5205.231,66.111,5205,5205.231,803.564,40.951,2.444,109.751
2018-07-26T04:55:39.0000000-06:00,5205.231,66.111,5205,5205.231,803.848,41.405,2.444,111.646
2018-07-26T04:55:41.0000000-06:00,5205.231,66.111,5205,5205.231,803.848,41.478,2.444,75.054
2018-07-26T04:55:43.0000000-06:00,5205.231,66.111,5205,5205.231,803.564,41.332,2.444,102.865
2018-07-26T04:55:45.0000000-06:00,5205.231,66.111,5205,5205.231,803.564,41.195,2.444,115.896
2018-07-26T04:55:47.0000000-06:00,5205.231,66.111,5205,5205.231,803.564,40.42,2.444,98.626
2018-07-26T04:55:49.0000000-06:00,5205.231,66.111,5205,5205.231,803.564,39.603,2.444,106.815
2018-07-26T04:55:51.0000000-06:00,5205.241,66.102,5205,5205.241,803.564,39.716,2.444,61.902
2018-07-26T04:55:53.0000000-06:00,5205.252,66.09,5205,5205.252,803.564,39.849,2.444,46.364
2018-07-26T04:55:55.0000000-06:00,5205.261,66.08,5205,5205.261,803.848,39.826,2.444,49.103
2018-07-26T04:55:57.0000000-06:00,5205.279,66.062,5205,5205.279,803.848,39.915,2.444,31.444
2018-07-26T04:55:59.0000000-06:00,5205.294,66.048,5205,5205.294,803.848,39.702,2.444,70.686
2018-07-26T04:56:01.0000000-06:00,5205.306,66.036,5205,5205.306,803.564,38.959,7.557,75.139
2018-07-26T04:56:03.0000000-06:00,5205.322,66.02,5205,5205.322,803.853,38.977,7.557,85.398
2018-07-26T04:56:05.0000000-06:00,5205.337,66.004,5205,5205.337,803.564,39.315,7.557,63.558
2018-07-26T04:56:07.0000000-06:00,5205.351,65.99,5205,5205.351,803.564,39.726,7.557,57.913
2018-07-26T04:56:09.0000000-06:00,5205.363,65.978,5205,5205.363,803.564,40.118,7.557,71.203
2018-07-26T04:56:11.0000000-06:00,5205.379,65.963,5205,5205.379,803.848,40.914,7.557,66.95
2018-07-26T04:56:13.0000000-06:00,5205.395,65.947,5205,5205.395,804.137,41.187,7.557,71.051
2018-07-26T04:56:15.0000000-06:00,5205.41,65.932,5205,5205.41,803.564,40.986,7.557,105.421
2018-07-26T04:56:17.0000000-06:00,5205.428,65.914,5205,5205.428,803.564,40.692,7.557,123.744
2018-07-26T04:56:19.0000000-06:00,5205.442,65.9,5205,5205.442,803.564,40.494,7.557,101.11
2018-07-26T04:56:21.0000000-06:00,5205.459,65.882,5205,5205.459,803.564,40.073,7.557,115.139
2018-07-26T04:56:23.0000000-06:00,5205.473,65.869,5205,5205.473,803.564,39.692,7.557,118.006
2018-07-26T04:56:25.0000000-06:00,5205.499,65.842,5205,5205.499,803.848,39.676,7.557,135.21
2018-07-26T04:56:27.0000000-06:00,5205.524,65.817,5205,5205.524,803.564,40.159,7.557,119.382
2018-07-26T04:56:29.0000000-06:00,5205.542,65.8,5205,5205.542,803.276,40.012,7.557,134.035
2018-07-26T04:56:31.0000000-06:00,5205.556,65.774,5205,5205.556,803.564,40.295,7.557,132.687
2018-07-26T04:56:33.0000000-06:00,5205.584,65.757,5205,5205.584,803.564,40.495,7.557,158.329
2018-07-26T04:56:35.0000000-06:00,5205.604,65.738,5205,5205.604,803.276,40.344,7.557,158.419
2018-07-26T04:56:37.0000000-06:00,5205.626,65.716,5205,5205.626,803.564,39.977,31.586,151.798
2018-07-26T04:56:39.0000000-06:00,5205.641,65.7,5205,5205.641,803.564,40.14,31.586,130.83
2018-07-26T04:56:41.0000000-06:00,5205.668,65.674,5205,5205.668,803.564,39.785,31.586,136.775
2018-07-26T04:56:43.0000000-06:00,5205.684,65.657,5205,5205.684,803.276,40.093,31.586,149.874
2018-07-26T04:56:45.0000000-06:00,5205.699,65.636,5205,5205.699,803.848,40.614,31.586,167.518
2018-07-26T04:56:47.0000000-06:00,5205.714,65.628,5205,5205.714,803.276,40.533,31.586,174.925
2018-07-26T04:56:49.0000000-06:00,5205.733,65.609,5205,5205.733,803.276,41.121,31.586,163.698
2018-07-26T04:56:51.0000000-06:00,5205.753,65.588,5205,5205.753,803.564,41.55,31.586,191.612
2018-07-26T04:56:53.0000000-06:00,5205.769,65.573,5205,5205.769,803.28,41.407,31.586,198.996
2018-07-26T04:56:55.0000000-06:00,5205.78,65.561,5205,5205.78,803.28,40.631,31.586,224.898
2018-07-26T04:56:57.0000000-06:00,5205.791,65.546,5205,5205.791,802.991,40.77,31.586,192.697
2018-07-26T04:56:59.0000000-06:00,5205.806,65.531,5205,5205.806,803.28,40.278,31.586,175.165
2018-07-26T04:57:01.0000000-06:00,5205.822,65.519,5205,5205.822,802.996,40.274,31.586,178.538
2018-07-26T04:57:03.0000000-06:00,5205.841,65.501,5205,5205.841,802.991,40.489,31.586,176.762
2018-07-26T04:57:05.0000000-06:00,5205.857,65.485,5205,5205.857,803.564,41.296,31.586,175.33
2018-07-26T04:57:07.0000000-06:00,5205.87,65.472,5205,5205.87,803.564,41.574,31.586,187.814
2018-07-26T04:57:09.0000000-06:00,5205.879,65.462,5205,5205.879,803.564,41.533,31.586,193.444
2018-07-26T04:57:11.0000000-06:00,5205.887,65.455,5205,5205.887,803.564,41.567,31.586,173.038
2018-07-26T04:57:13.0000000-06:00,5205.892,65.443,5205,5205.892,803.276,41.41,27.298,191.305
2018-07-26T04:57:15.0000000-06:00,5205.916,65.425,5205,5205.916,803.276,41.059,27.298,196.971
2018-07-26T04:57:17.0000000-06:00,5205.929,65.412,5205,5205.929,803.564,40.479,27.298,216.614
2018-07-26T04:57:19.0000000-06:00,5205.945,65.387,5205,5205.945,803.276,39.968,27.298,191.418
2018-07-26T04:57:21.0000000-06:00,5205.971,65.37,5205,5205.971,803.28,40.035,27.298,193.29
2018-07-26T04:57:23.0000000-06:00,5205.984,65.358,5205,5205.984,802.991,39.947,27.298,163.88
2018-07-26T04:57:25.0000000-06:00,5205.995,65.347,5205,5205.995,802.996,39.711,27.298,167.189
2018-07-26T04:57:27.0000000-06:00,5206.007,65.335,5205.5,5206.007,803.28,39.812,27.298,175.414
2018-07-26T04:57:29.0000000-06:00,5206.009,65.332,5205.5,5206.009,803.28,40.1,27.298,181.532
2018-07-26T04:57:31.0000000-06:00,5206.021,65.32,5205.5,5206.021,803.276,39.83,27.298,182.172
2018-07-26T04:57:33.0000000-06:00,5206.033,65.309,5205.5,5206.033,803.564,39.939,27.298,177.659
2018-07-26T04:57:35.0000000-06:00,5206.052,65.29,5205.5,5206.052,803.276,39.875,27.298,188.087
2018-07-26T04:57:37.0000000-06:00,5206.066,65.275,5205.5,5206.066,803.564,40.099,27.298,174.473
2018-07-26T04:57:39.0000000-06:00,5206.078,65.263,5205.5,5206.078,803.276,40.52,27.298,204.407
2018-07-26T04:57:41.0000000-06:00,5206.091,65.251,5205.5,5206.091,802.992,40.275,27.298,190.04
2018-07-26T04:57:43.0000000-06:00,5206.102,65.236,5205.5,5206.102,803.564,39.93,27.298,181.732
2018-07-26T04:57:45.0000000-06:00,5206.115,65.227,5205.5,5206.115,803.564,39.945,27.298,139.308
2018-07-26T04:57:47.0000000-06:00,5206.12,65.222,5205.5,5206.12,803.564,39.935,27.298,161.358
2018-07-26T04:57:49.0000000-06:00,5206.129,65.212,5205.5,5206.129,803.564,40.53,23.657,161.059
2018-07-26T04:57:51.0000000-06:00,5206.145,65.197,5205.5,5206.145,803.564,41.059,23.657,188.445
